,anise,apple,apple-cider,apple-pie,apricot,asparagus,avocado,baked-beans,baked-chicken,banana-bread,barbecue-sauce,beef,beef-steak,beer,beet,blackberry,blueberry,boysenberry,bread,broccoli,brussel-sprouts,burrito,cabbage,caipirinha,cardamom,carrot,cauliflower,celeriac,champagne,chanterelle,charoset,cheeseburger,cherry-tomato,chia,chili,chili-con-carne,chinese-cabbage,chinese-water-chestnut,chives,chocolate,chocolate-cake,chocolate-chip-cookies,chocolate-mousse,chokecherry,cinnamon,coconut,coffee,cold-brew-coffee,coriander,corn-salad,cornbread,cosmopolitan,cranberry,cronut,cucumber,daiquiri,date,diet,dill,donut,dumpling,easter-egg,eggplant,elderberry,empanada,endive,energy-drink,feijoa,fennel,fig,frozen-yogurt,fruit-salad,garden-tomato,garlic,gefilte-fish,gimlet,ginger,gooseberry,grape,grapefruit,grasshopper-cocktail,hamburger,honey,horseradish,hot-chocolate,hot-dog,huckleberry,ice-cream,iced-tea,kale,kale-de,kale-jp,kimchi,kohlrabi,kumquat,lamb,lasagna,leek,lemon,lemon-balm,lobster,long-island-iced-tea,lychee,macaron,mai-tai,maitake,mandarin-orange,mango,manhattan-cocktail,margarita,marshmallow,martini,marzipan,matzah-ball,meatball,meatloaf,meringue,microgreen,mimosa,mint-julep,mojito,moscow-mule,mulberry,mushroom,nachos,napa-cabbage,nectarine,negroni,nougat,nutmeg,okra,old-fashioned,onion,orange,parsnip,pasta-salad,peach,pear,peppermint,persimmon,pho,pie,pina-colada,pineapple,pizza,plum,pomegranate,popcorn,pork,pork-chops,pot-pie,potato,potato-gratin,pummelo,pumpkin,pumpkin-spice-latte,quince,quinoa,radish,ravioli,red-wine,redcurrant,rhubarb,risotto,rosemary,salad,salmon,sex-on-the-beach,shallot,shirley-temple,shrimp,sidecar,smoothie,soup,sour-cherry,spaghetti,spinach,star-anise,stew,strawberry,sushi,sweet-cherry,sweet-potato,swiss-chard,taco,tamale,tea,tequila-sunrise,tom-collins,turkey,turmeric,turnip,watermelon,whiskey-sour,white-russian,white-wine,wild-leek
2004-17,7.0,17.0,1.0,3.0,33.0,22.0,13.0,11.0,32.0,24.0,26.0,24.0,34.0,52.0,11.0,8.0,13.0,27.0,30.0,14.0,0.0,13.0,6.0,11.0,17.0,8.0,9.0,11.0,16.0,14.0,2.0,11.0,6.0,3.0,36.0,11.0,11.0,7.0,14.0,29.0,22.0,15.0,15.0,33.0,12.0,20.0,38.0,5.0,35.0,6.0,4.0,24.0,3.0,0.0,9.0,25.0,12.0,37.0,25.0,13.0,18.0,2.0,25.0,36.0,34.0,12.0,25.0,33.0,26.0,31.0,14.0,18.0,26.0,22.0,7.0,10.0,19.0,18.0,38.0,23.0,14.0,19.0,18.0,4.0,3.0,23.0,24.0,10.0,25.0,1.0,2.0,41.0,24.0,16.0,38.0,17.0,13.0,25.0,25.0,31.0,37.0,35.0,12.0,5.0,38.0,28.0,25.0,30.0,6.0,26.0,5.0,28.0,14.0,8.0,11.0,25.0,11.0,0.0,18.0,49.0,16.0,2.0,37.0,37.0,6.0,11.0,0.0,6.0,8.0,8.0,22.0,15.0,40.0,23.0,8.0,12.0,13.0,17.0,3.0,5.0,10.0,7.0,37.0,20.0,30.0,0.0,11.0,12.0,20.0,23.0,7.0,14.0,4.0,14.0,1.0,1.0,35.0,3.0,18.0,15.0,17.0,42.0,26.0,19.0,21.0,22.0,40.0,33.0,12.0,10.0,32.0,37.0,24.0,15.0,29.0,31.0,19.0,21.0,13.0,32.0,35.0,38.0,1.0,8.0,10.0,8.0,38.0,16.0,26.0,1.0,9.0,10.0,7.0,10.0,19.0,24.0,74.0
2004-18,20.0,17.0,5.0,2.0,20.0,22.0,14.0,15.0,36.0,23.0,16.0,26.0,55.0,48.0,15.0,16.0,16.0,27.0,28.0,13.0,0.0,19.0,5.0,5.0,12.0,8.0,12.0,17.0,15.0,24.0,2.0,10.0,13.0,5.0,35.0,11.0,21.0,10.0,20.0,31.0,27.0,17.0,30.0,33.0,15.0,18.0,37.0,4.0,30.0,11.0,4.0,20.0,2.0,0.0,13.0,34.0,15.0,46.0,26.0,14.0,23.0,4.0,22.0,15.0,40.0,18.0,20.0,42.0,12.0,15.0,10.0,27.0,23.0,26.0,11.0,8.0,18.0,18.0,43.0,16.0,11.0,20.0,19.0,5.0,4.0,24.0,32.0,9.0,43.0,3.0,2.0,41.0,13.0,8.0,23.0,14.0,14.0,21.0,29.0,47.0,35.0,25.0,6.0,2.0,49.0,28.0,26.0,39.0,22.0,47.0,4.0,24.0,15.0,4.0,10.0,23.0,14.0,0.0,26.0,9.0,27.0,1.0,15.0,33.0,13.0,29.0,0.0,6.0,9.0,12.0,15.0,9.0,26.0,22.0,10.0,14.0,16.0,26.0,3.0,6.0,11.0,8.0,34.0,20.0,26.0,49.0,12.0,15.0,23.0,15.0,6.0,12.0,4.0,14.0,2.0,1.0,32.0,4.0,17.0,23.0,15.0,42.0,40.0,17.0,10.0,34.0,43.0,32.0,10.0,10.0,33.0,51.0,32.0,14.0,6.0,27.0,25.0,17.0,14.0,40.0,35.0,58.0,1.0,13.0,15.0,8.0,39.0,34.0,21.0,1.0,15.0,7.0,10.0,13.0,13.0,25.0,56.0
2004-19,16.0,14.0,3.0,3.0,20.0,25.0,13.0,15.0,44.0,21.0,20.0,25.0,28.0,49.0,11.0,17.0,12.0,55.0,29.0,14.0,1.0,11.0,7.0,25.0,17.0,6.0,8.0,11.0,16.0,30.0,2.0,17.0,11.0,3.0,34.0,9.0,19.0,13.0,18.0,28.0,25.0,12.0,23.0,40.0,12.0,19.0,39.0,6.0,31.0,16.0,3.0,28.0,3.0,0.0,11.0,35.0,11.0,48.0,30.0,14.0,15.0,2.0,26.0,37.0,18.0,37.0,29.0,51.0,15.0,24.0,11.0,21.0,27.0,25.0,7.0,18.0,17.0,30.0,41.0,16.0,11.0,17.0,19.0,6.0,2.0,26.0,22.0,9.0,31.0,2.0,2.0,34.0,21.0,12.0,29.0,16.0,14.0,20.0,29.0,48.0,35.0,38.0,18.0,2.0,49.0,28.0,22.0,35.0,13.0,27.0,5.0,22.0,12.0,4.0,8.0,20.0,11.0,0.0,30.0,4.0,24.0,1.0,23.0,32.0,9.0,27.0,0.0,7.0,10.0,14.0,19.0,5.0,44.0,22.0,9.0,15.0,13.0,13.0,3.0,12.0,8.0,6.0,32.0,19.0,26.0,50.0,10.0,16.0,22.0,19.0,6.0,14.0,2.0,17.0,1.0,1.0,22.0,4.0,30.0,12.0,12.0,42.0,46.0,16.0,15.0,29.0,44.0,54.0,12.0,5.0,28.0,64.0,32.0,14.0,8.0,26.0,29.0,10.0,10.0,41.0,32.0,77.0,1.0,10.0,14.0,10.0,31.0,18.0,21.0,0.0,4.0,14.0,10.0,15.0,13.0,22.0,37.0
2004-20,18.0,14.0,2.0,3.0,19.0,21.0,12.0,18.0,41.0,29.0,28.0,25.0,54.0,49.0,10.0,31.0,13.0,27.0,32.0,14.0,0.0,10.0,7.0,26.0,17.0,10.0,11.0,11.0,17.0,30.0,2.0,16.0,11.0,3.0,35.0,11.0,16.0,13.0,18.0,28.0,24.0,15.0,27.0,20.0,12.0,19.0,35.0,5.0,25.0,15.0,3.0,25.0,3.0,0.0,12.0,27.0,12.0,46.0,32.0,12.0,19.0,2.0,24.0,36.0,25.0,6.0,15.0,34.0,17.0,16.0,20.0,21.0,29.0,26.0,9.0,12.0,20.0,36.0,40.0,16.0,36.0,21.0,22.0,5.0,3.0,23.0,32.0,11.0,35.0,1.0,3.0,35.0,19.0,8.0,28.0,17.0,12.0,21.0,24.0,63.0,30.0,43.0,17.0,2.0,60.0,28.0,24.0,44.0,11.0,31.0,5.0,28.0,12.0,3.0,11.0,24.0,9.0,0.0,12.0,7.0,21.0,1.0,25.0,29.0,10.0,31.0,0.0,9.0,12.0,13.0,11.0,6.0,41.0,20.0,9.0,20.0,21.0,16.0,3.0,11.0,13.0,7.0,32.0,16.0,24.0,49.0,9.0,16.0,22.0,17.0,8.0,14.0,4.0,19.0,2.0,1.0,43.0,4.0,12.0,20.0,12.0,65.0,67.0,11.0,13.0,29.0,38.0,19.0,8.0,8.0,33.0,77.0,29.0,15.0,11.0,27.0,24.0,10.0,10.0,38.0,39.0,57.0,1.0,7.0,11.0,7.0,37.0,10.0,21.0,0.0,4.0,7.0,11.0,17.0,14.0,16.0,31.0
2004-21,16.0,17.0,3.0,2.0,41.0,18.0,15.0,22.0,53.0,29.0,36.0,29.0,35.0,49.0,12.0,18.0,16.0,66.0,31.0,12.0,0.0,9.0,6.0,23.0,11.0,11.0,19.0,11.0,19.0,30.0,2.0,12.0,11.0,3.0,40.0,12.0,10.0,7.0,17.0,29.0,29.0,15.0,26.0,27.0,13.0,19.0,39.0,6.0,29.0,14.0,4.0,39.0,2.0,0.0,12.0,39.0,12.0,45.0,40.0,12.0,17.0,2.0,28.0,26.0,32.0,17.0,20.0,81.0,24.0,16.0,13.0,26.0,31.0,26.0,7.0,20.0,21.0,19.0,39.0,21.0,33.0,20.0,20.0,6.0,2.0,27.0,42.0,12.0,31.0,2.0,3.0,35.0,14.0,17.0,24.0,19.0,14.0,19.0,31.0,33.0,36.0,45.0,18.0,2.0,42.0,30.0,25.0,35.0,7.0,35.0,4.0,26.0,8.0,3.0,12.0,16.0,12.0,0.0,31.0,4.0,28.0,1.0,74.0,28.0,9.0,20.0,44.0,6.0,12.0,16.0,20.0,6.0,43.0,24.0,11.0,30.0,19.0,11.0,3.0,13.0,7.0,8.0,35.0,21.0,27.0,52.0,14.0,17.0,22.0,17.0,3.0,15.0,3.0,19.0,2.0,1.0,37.0,4.0,17.0,18.0,16.0,86.0,61.0,17.0,17.0,32.0,47.0,24.0,13.0,8.0,37.0,42.0,31.0,14.0,27.0,28.0,28.0,11.0,12.0,41.0,36.0,39.0,1.0,14.0,13.0,9.0,40.0,13.0,44.0,1.0,11.0,15.0,15.0,15.0,29.0,24.0,36.0
2004-22,11.0,15.0,3.0,3.0,45.0,19.0,19.0,31.0,59.0,29.0,44.0,27.0,25.0,54.0,15.0,26.0,21.0,81.0,31.0,12.0,0.0,16.0,9.0,14.0,17.0,12.0,12.0,17.0,18.0,22.0,2.0,10.0,7.0,3.0,41.0,12.0,10.0,8.0,24.0,25.0,29.0,15.0,25.0,22.0,12.0,22.0,38.0,6.0,37.0,30.0,3.0,33.0,2.0,0.0,16.0,46.0,12.0,38.0,44.0,15.0,13.0,3.0,30.0,52.0,33.0,9.0,28.0,56.0,29.0,24.0,31.0,26.0,32.0,28.0,7.0,15.0,24.0,100.0,33.0,17.0,12.0,25.0,21.0,9.0,2.0,31.0,36.0,12.0,40.0,1.0,3.0,33.0,17.0,13.0,16.0,17.0,15.0,23.0,27.0,35.0,34.0,51.0,45.0,2.0,57.0,30.0,37.0,42.0,9.0,35.0,4.0,27.0,14.0,3.0,9.0,23.0,23.0,0.0,18.0,5.0,29.0,1.0,45.0,32.0,11.0,26.0,45.0,6.0,18.0,13.0,28.0,17.0,30.0,17.0,12.0,23.0,30.0,21.0,3.0,12.0,9.0,8.0,38.0,24.0,30.0,55.0,7.0,18.0,23.0,18.0,8.0,15.0,4.0,16.0,2.0,1.0,36.0,4.0,36.0,25.0,14.0,43.0,63.0,16.0,24.0,33.0,58.0,35.0,14.0,5.0,27.0,42.0,32.0,16.0,26.0,30.0,23.0,11.0,13.0,41.0,39.0,40.0,1.0,20.0,13.0,10.0,40.0,26.0,27.0,1.0,9.0,10.0,14.0,11.0,19.0,28.0,42.0
2004-23,23.0,14.0,3.0,2.0,61.0,14.0,12.0,14.0,38.0,32.0,46.0,31.0,57.0,49.0,12.0,31.0,25.0,86.0,34.0,14.0,0.0,9.0,6.0,33.0,14.0,9.0,14.0,23.0,11.0,31.0,2.0,16.0,14.0,3.0,38.0,12.0,11.0,29.0,22.0,26.0,25.0,14.0,16.0,20.0,19.0,20.0,36.0,2.0,32.0,11.0,3.0,34.0,3.0,0.0,17.0,43.0,7.0,36.0,40.0,12.0,17.0,2.0,25.0,44.0,25.0,23.0,19.0,35.0,22.0,32.0,21.0,21.0,35.0,26.0,7.0,11.0,22.0,19.0,38.0,11.0,11.0,21.0,17.0,6.0,5.0,26.0,26.0,11.0,46.0,1.0,3.0,32.0,27.0,29.0,25.0,16.0,14.0,15.0,30.0,82.0,27.0,44.0,37.0,2.0,75.0,30.0,30.0,48.0,18.0,31.0,4.0,26.0,11.0,5.0,11.0,17.0,10.0,0.0,21.0,5.0,28.0,1.0,58.0,26.0,9.0,12.0,45.0,7.0,10.0,23.0,21.0,6.0,37.0,20.0,9.0,27.0,25.0,17.0,3.0,6.0,10.0,7.0,33.0,19.0,27.0,53.0,15.0,19.0,23.0,18.0,7.0,14.0,3.0,30.0,2.0,1.0,67.0,3.0,17.0,25.0,17.0,43.0,47.0,23.0,11.0,27.0,57.0,38.0,16.0,9.0,34.0,40.0,29.0,16.0,25.0,24.0,25.0,39.0,11.0,39.0,33.0,40.0,1.0,18.0,10.0,4.0,43.0,25.0,29.0,1.0,11.0,14.0,15.0,18.0,29.0,37.0,39.0
2004-24,16.0,14.0,2.0,2.0,69.0,15.0,14.0,18.0,45.0,25.0,59.0,29.0,39.0,46.0,13.0,39.0,30.0,58.0,34.0,14.0,1.0,12.0,6.0,14.0,16.0,9.0,11.0,11.0,16.0,23.0,2.0,10.0,16.0,3.0,34.0,9.0,18.0,11.0,19.0,29.0,28.0,14.0,21.0,42.0,18.0,21.0,40.0,7.0,36.0,21.0,4.0,27.0,2.0,0.0,18.0,26.0,15.0,40.0,35.0,10.0,18.0,2.0,35.0,66.0,24.0,32.0,17.0,71.0,36.0,16.0,33.0,30.0,36.0,26.0,14.0,17.0,24.0,76.0,35.0,21.0,19.0,21.0,20.0,4.0,2.0,25.0,52.0,12.0,42.0,2.0,4.0,32.0,26.0,17.0,30.0,20.0,18.0,12.0,30.0,66.0,33.0,36.0,37.0,2.0,68.0,61.0,21.0,47.0,10.0,29.0,5.0,29.0,10.0,3.0,12.0,21.0,9.0,0.0,13.0,5.0,32.0,1.0,54.0,28.0,12.0,33.0,45.0,8.0,17.0,23.0,19.0,12.0,39.0,18.0,8.0,24.0,30.0,13.0,4.0,4.0,10.0,8.0,33.0,25.0,29.0,53.0,11.0,16.0,24.0,19.0,3.0,15.0,4.0,30.0,2.0,1.0,23.0,5.0,19.0,23.0,19.0,44.0,35.0,9.0,17.0,33.0,51.0,38.0,24.0,8.0,11.0,40.0,33.0,14.0,49.0,21.0,30.0,22.0,9.0,41.0,34.0,50.0,1.0,20.0,14.0,6.0,37.0,21.0,29.0,1.0,13.0,9.0,18.0,16.0,18.0,24.0,39.0
2004-25,19.0,14.0,2.0,3.0,80.0,11.0,12.0,22.0,32.0,27.0,34.0,29.0,14.0,51.0,22.0,41.0,34.0,58.0,35.0,13.0,0.0,13.0,7.0,21.0,25.0,12.0,8.0,11.0,14.0,39.0,2.0,13.0,9.0,7.0,38.0,11.0,15.0,7.0,13.0,27.0,27.0,17.0,22.0,32.0,16.0,22.0,40.0,3.0,34.0,16.0,4.0,43.0,2.0,0.0,21.0,57.0,9.0,48.0,48.0,11.0,21.0,2.0,35.0,45.0,12.0,17.0,22.0,36.0,18.0,16.0,26.0,16.0,32.0,28.0,10.0,15.0,27.0,32.0,40.0,14.0,23.0,19.0,21.0,10.0,6.0,27.0,28.0,12.0,48.0,2.0,2.0,33.0,11.0,32.0,25.0,14.0,15.0,13.0,30.0,100.0,37.0,55.0,46.0,2.0,35.0,30.0,19.0,45.0,9.0,31.0,4.0,28.0,11.0,5.0,10.0,19.0,12.0,0.0,13.0,3.0,20.0,2.0,38.0,27.0,9.0,41.0,46.0,10.0,13.0,16.0,33.0,8.0,41.0,17.0,8.0,19.0,35.0,16.0,3.0,10.0,7.0,10.0,40.0,23.0,27.0,53.0,11.0,11.0,21.0,20.0,4.0,15.0,4.0,15.0,2.0,1.0,23.0,5.0,25.0,18.0,20.0,44.0,33.0,10.0,16.0,29.0,48.0,43.0,8.0,11.0,8.0,40.0,32.0,15.0,37.0,29.0,27.0,22.0,13.0,44.0,38.0,61.0,1.0,13.0,10.0,6.0,36.0,16.0,22.0,1.0,13.0,12.0,17.0,13.0,29.0,23.0,19.0
2004-26,14.0,12.0,3.0,4.0,80.0,11.0,13.0,38.0,52.0,27.0,57.0,29.0,52.0,53.0,19.0,50.0,48.0,73.0,36.0,17.0,0.0,11.0,9.0,22.0,25.0,11.0,11.0,12.0,19.0,21.0,0.0,14.0,11.0,3.0,43.0,12.0,22.0,12.0,11.0,28.0,21.0,15.0,27.0,21.0,14.0,22.0,40.0,4.0,36.0,22.0,4.0,39.0,3.0,0.0,21.0,51.0,8.0,38.0,56.0,10.0,13.0,3.0,34.0,34.0,17.0,27.0,22.0,72.0,27.0,17.0,19.0,37.0,40.0,31.0,7.0,15.0,30.0,52.0,37.0,11.0,16.0,26.0,16.0,7.0,4.0,37.0,24.0,15.0,44.0,2.0,2.0,33.0,17.0,21.0,23.0,17.0,15.0,20.0,34.0,34.0,40.0,61.0,48.0,3.0,60.0,29.0,40.0,53.0,20.0,38.0,6.0,32.0,18.0,3.0,9.0,17.0,8.0,0.0,30.0,6.0,38.0,2.0,66.0,27.0,9.0,29.0,48.0,6.0,6.0,12.0,29.0,12.0,48.0,21.0,5.0,36.0,43.0,16.0,2.0,7.0,13.0,11.0,28.0,27.0,24.0,55.0,14.0,13.0,29.0,20.0,5.0,15.0,4.0,15.0,1.0,1.0,39.0,5.0,17.0,20.0,16.0,45.0,23.0,18.0,13.0,39.0,56.0,46.0,17.0,8.0,17.0,41.0,34.0,15.0,28.0,23.0,21.0,19.0,11.0,45.0,36.0,41.0,2.0,19.0,9.0,8.0,39.0,23.0,17.0,1.0,18.0,10.0,32.0,11.0,15.0,25.0,19.0
2004-27,19.0,14.0,4.0,5.0,75.0,11.0,21.0,41.0,26.0,33.0,52.0,34.0,36.0,58.0,25.0,68.0,58.0,31.0,37.0,14.0,0.0,16.0,7.0,28.0,17.0,9.0,6.0,26.0,14.0,34.0,0.0,7.0,20.0,5.0,51.0,11.0,33.0,12.0,14.0,27.0,29.0,15.0,22.0,45.0,18.0,19.0,42.0,6.0,40.0,22.0,4.0,41.0,3.0,0.0,29.0,50.0,13.0,36.0,46.0,12.0,20.0,3.0,42.0,48.0,21.0,17.0,23.0,38.0,17.0,17.0,15.0,19.0,41.0,31.0,11.0,16.0,22.0,47.0,36.0,25.0,24.0,32.0,24.0,7.0,3.0,45.0,56.0,15.0,34.0,3.0,3.0,33.0,21.0,28.0,16.0,18.0,16.0,21.0,29.0,36.0,46.0,57.0,36.0,3.0,78.0,29.0,25.0,47.0,16.0,35.0,3.0,28.0,10.0,3.0,13.0,18.0,17.0,0.0,19.0,4.0,38.0,2.0,34.0,24.0,9.0,26.0,51.0,13.0,6.0,15.0,26.0,16.0,37.0,16.0,8.0,28.0,46.0,15.0,2.0,11.0,8.0,10.0,48.0,22.0,26.0,52.0,13.0,14.0,28.0,16.0,7.0,15.0,3.0,16.0,2.0,1.0,24.0,4.0,21.0,25.0,19.0,47.0,21.0,15.0,16.0,37.0,56.0,26.0,14.0,11.0,28.0,43.0,37.0,16.0,42.0,26.0,23.0,15.0,10.0,36.0,34.0,43.0,1.0,21.0,13.0,5.0,35.0,21.0,19.0,1.0,7.0,9.0,27.0,19.0,26.0,27.0,21.0
2004-28,21.0,14.0,3.0,4.0,95.0,9.0,17.0,17.0,18.0,33.0,27.0,30.0,34.0,51.0,30.0,59.0,60.0,34.0,38.0,14.0,0.0,15.0,9.0,25.0,38.0,12.0,9.0,14.0,20.0,18.0,0.0,9.0,17.0,6.0,51.0,12.0,14.0,9.0,25.0,27.0,27.0,18.0,27.0,50.0,14.0,23.0,42.0,5.0,29.0,25.0,4.0,29.0,3.0,0.0,29.0,41.0,14.0,42.0,41.0,9.0,13.0,3.0,40.0,48.0,21.0,31.0,33.0,53.0,19.0,77.0,22.0,21.0,43.0,33.0,8.0,20.0,23.0,67.0,36.0,19.0,27.0,24.0,21.0,3.0,2.0,25.0,60.0,12.0,47.0,2.0,3.0,34.0,24.0,20.0,26.0,22.0,16.0,23.0,29.0,39.0,38.0,41.0,35.0,3.0,53.0,29.0,25.0,32.0,13.0,30.0,6.0,27.0,19.0,3.0,11.0,25.0,9.0,0.0,14.0,5.0,27.0,3.0,19.0,27.0,15.0,38.0,54.0,7.0,18.0,20.0,40.0,6.0,34.0,13.0,9.0,19.0,39.0,21.0,3.0,8.0,11.0,10.0,45.0,25.0,29.0,52.0,8.0,23.0,27.0,21.0,4.0,15.0,3.0,18.0,2.0,2.0,30.0,4.0,15.0,23.0,14.0,52.0,20.0,10.0,20.0,32.0,48.0,24.0,17.0,12.0,20.0,47.0,33.0,17.0,38.0,28.0,23.0,13.0,14.0,28.0,41.0,47.0,1.0,23.0,15.0,7.0,31.0,24.0,26.0,1.0,10.0,4.0,19.0,16.0,18.0,30.0,18.0
2004-29,16.0,14.0,5.0,3.0,78.0,6.0,16.0,12.0,33.0,28.0,26.0,29.0,35.0,54.0,22.0,52.0,54.0,28.0,40.0,11.0,0.0,15.0,9.0,15.0,19.0,9.0,9.0,11.0,14.0,40.0,0.0,13.0,28.0,3.0,39.0,11.0,31.0,7.0,26.0,26.0,27.0,16.0,23.0,41.0,12.0,19.0,42.0,4.0,27.0,27.0,4.0,35.0,3.0,0.0,32.0,49.0,12.0,46.0,43.0,14.0,18.0,6.0,42.0,32.0,17.0,15.0,17.0,68.0,21.0,16.0,20.0,19.0,46.0,33.0,21.0,11.0,26.0,55.0,38.0,14.0,11.0,25.0,19.0,7.0,3.0,26.0,56.0,12.0,48.0,1.0,3.0,34.0,36.0,31.0,14.0,13.0,16.0,11.0,28.0,48.0,38.0,47.0,42.0,4.0,57.0,29.0,18.0,38.0,12.0,32.0,3.0,30.0,14.0,3.0,9.0,22.0,8.0,0.0,6.0,5.0,26.0,1.0,62.0,31.0,15.0,30.0,44.0,12.0,10.0,15.0,40.0,14.0,36.0,14.0,7.0,16.0,46.0,21.0,3.0,11.0,12.0,10.0,44.0,19.0,27.0,52.0,7.0,14.0,23.0,19.0,7.0,15.0,5.0,14.0,2.0,1.0,36.0,6.0,21.0,16.0,17.0,86.0,18.0,19.0,23.0,35.0,50.0,32.0,13.0,5.0,14.0,39.0,33.0,17.0,24.0,26.0,22.0,11.0,9.0,24.0,36.0,78.0,1.0,18.0,10.0,6.0,39.0,24.0,14.0,1.0,8.0,5.0,20.0,24.0,17.0,30.0,18.0
2004-30,14.0,15.0,3.0,3.0,59.0,9.0,13.0,12.0,44.0,26.0,33.0,26.0,23.0,48.0,17.0,57.0,55.0,28.0,45.0,14.0,0.0,13.0,6.0,25.0,20.0,10.0,11.0,17.0,16.0,54.0,0.0,12.0,10.0,3.0,42.0,11.0,16.0,7.0,7.0,26.0,26.0,15.0,25.0,34.0,14.0,17.0,43.0,5.0,26.0,14.0,4.0,31.0,2.0,0.0,29.0,40.0,12.0,36.0,41.0,14.0,17.0,2.0,40.0,32.0,23.0,16.0,29.0,35.0,19.0,32.0,18.0,17.0,43.0,28.0,7.0,7.0,29.0,37.0,35.0,17.0,22.0,29.0,23.0,4.0,4.0,26.0,57.0,12.0,24.0,2.0,4.0,33.0,32.0,17.0,12.0,16.0,16.0,15.0,28.0,33.0,44.0,38.0,27.0,5.0,53.0,30.0,29.0,43.0,9.0,33.0,4.0,32.0,14.0,3.0,11.0,21.0,14.0,59.0,17.0,4.0,26.0,1.0,21.0,27.0,7.0,20.0,44.0,6.0,16.0,14.0,43.0,13.0,35.0,16.0,12.0,16.0,48.0,16.0,3.0,9.0,11.0,10.0,38.0,22.0,30.0,52.0,5.0,15.0,20.0,18.0,6.0,17.0,4.0,14.0,2.0,0.0,56.0,3.0,12.0,25.0,16.0,87.0,10.0,12.0,14.0,31.0,50.0,31.0,11.0,5.0,34.0,39.0,31.0,17.0,17.0,26.0,22.0,32.0,12.0,23.0,40.0,39.0,1.0,25.0,12.0,7.0,36.0,24.0,25.0,1.0,10.0,14.0,14.0,15.0,15.0,17.0,18.0
2004-31,17.0,15.0,2.0,3.0,52.0,7.0,16.0,16.0,42.0,32.0,28.0,29.0,21.0,51.0,29.0,55.0,56.0,41.0,40.0,12.0,0.0,13.0,8.0,29.0,25.0,7.0,9.0,11.0,15.0,25.0,0.0,12.0,16.0,3.0,47.0,13.0,14.0,11.0,13.0,27.0,26.0,13.0,17.0,51.0,16.0,16.0,42.0,10.0,36.0,18.0,3.0,38.0,3.0,0.0,31.0,22.0,13.0,39.0,44.0,11.0,20.0,8.0,45.0,86.0,14.0,21.0,28.0,34.0,22.0,15.0,22.0,14.0,36.0,29.0,7.0,46.0,25.0,49.0,40.0,11.0,17.0,28.0,21.0,6.0,3.0,27.0,56.0,11.0,31.0,1.0,3.0,33.0,18.0,14.0,22.0,16.0,13.0,30.0,28.0,65.0,40.0,35.0,24.0,8.0,55.0,39.0,18.0,37.0,12.0,30.0,5.0,30.0,9.0,13.0,11.0,27.0,7.0,0.0,12.0,4.0,31.0,1.0,16.0,27.0,10.0,19.0,43.0,6.0,12.0,18.0,41.0,11.0,43.0,15.0,5.0,16.0,47.0,21.0,3.0,17.0,13.0,9.0,34.0,22.0,27.0,50.0,11.0,26.0,23.0,23.0,5.0,14.0,3.0,45.0,2.0,0.0,66.0,2.0,16.0,27.0,15.0,43.0,15.0,20.0,16.0,30.0,47.0,24.0,13.0,5.0,28.0,39.0,29.0,16.0,22.0,31.0,22.0,14.0,13.0,22.0,36.0,39.0,1.0,17.0,12.0,6.0,36.0,19.0,14.0,1.0,7.0,17.0,13.0,13.0,17.0,22.0,18.0
2004-32,13.0,15.0,2.0,3.0,55.0,9.0,13.0,13.0,45.0,28.0,24.0,31.0,14.0,49.0,20.0,45.0,43.0,55.0,40.0,12.0,0.0,13.0,5.0,11.0,19.0,10.0,9.0,11.0,16.0,19.0,0.0,12.0,32.0,3.0,55.0,13.0,14.0,11.0,9.0,24.0,30.0,14.0,22.0,33.0,17.0,17.0,42.0,5.0,34.0,16.0,4.0,32.0,2.0,0.0,26.0,21.0,15.0,36.0,29.0,12.0,13.0,2.0,49.0,26.0,16.0,31.0,22.0,33.0,18.0,15.0,15.0,15.0,48.0,26.0,28.0,14.0,18.0,36.0,46.0,15.0,11.0,23.0,21.0,5.0,3.0,25.0,77.0,10.0,33.0,2.0,3.0,36.0,19.0,22.0,18.0,17.0,18.0,16.0,22.0,79.0,40.0,42.0,36.0,2.0,58.0,48.0,30.0,33.0,13.0,36.0,5.0,26.0,15.0,13.0,11.0,20.0,10.0,0.0,20.0,2.0,26.0,1.0,23.0,31.0,11.0,27.0,43.0,6.0,6.0,19.0,41.0,6.0,38.0,13.0,9.0,16.0,53.0,35.0,4.0,8.0,11.0,9.0,40.0,17.0,27.0,50.0,9.0,16.0,21.0,18.0,10.0,15.0,3.0,14.0,2.0,0.0,36.0,5.0,9.0,25.0,10.0,41.0,12.0,10.0,12.0,29.0,45.0,38.0,7.0,6.0,22.0,38.0,27.0,17.0,11.0,31.0,20.0,25.0,16.0,20.0,36.0,38.0,1.0,15.0,9.0,4.0,36.0,16.0,21.0,0.0,11.0,9.0,14.0,19.0,21.0,10.0,18.0
